Número REDS;Qtde Ocorrências;Natureza Principal Completa;Ano Fato;Mês Fato Resumido;Mês Numérico Fato;Data Fato;Dia da Semana Fato;Horário Fato;Faixa 1 Hora Fato;Faixa 6 Horas Fato;Alvo;Causa Presumida;Desc Longa Meio Utilizado;Descrição Grupo Local Imediato;Descrição Local Imediato;Logradouro Ocorrência - Tipo;Bairro;Bairro Não Cadastrado;Bairro - FATO FINAL;Bairro - FATO FINAL - Municipio;Município;Município - Código;UF - Sigla;RISP ;RMBH 
2024-030147306-001;1;FURTO CONSUMADO;2024;JUL;7;05/07/2024;SEXTA-FEIRA;07:44:05;De 07:00 as 07:59        ;De 06:00 as 11:59        ;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;AREA / EDIFICACAO ESPECIAL;LOCAL EM CONSTRUCAO OU DEMOLICAO;RUA;JARDIM CANADA;;JARDIM CANADA;JARDIM CANADA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-054928046-001;1;FURTO CONSUMADO;2024;DEZ;12;08/12/2024;DOMINGO;04:00:00;De 04:00 as 04:59        ;De 00:00 as 05:59        ;Outros;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;JARDIM MARIOSA;;JARDIM MARIOSA;JARDIM MARIOSA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-004161919-001;1;FURTO CONSUMADO;2025;JAN;1;27/01/2025;SEGUNDA-FEIRA;16:10:37;De 16:00 as 16:59        ;De 12:00 as 17:59        ;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;VALE DO SOL;;VALE DO SOL;VALE DO SOL, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-004161919-002;1;FURTO CONSUMADO;2025;JAN;1;27/01/2025;SEGUNDA-FEIRA;16:10:00;De 16:00 as 16:59        ;De 12:00 as 17:59        ;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;VALE DO SOL;;VALE DO SOL;VALE DO SOL, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-005619722-001;1;FURTO CONSUMADO;2024;FEV;2;05/02/2024;SEGUNDA-FEIRA;08:09:50;De 08:00 as 08:59        ;De 06:00 as 11:59        ;Residência;VANTAGEM ECONOMICA;ESCALADA;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;JARDIM CANADA;;JARDIM CANADA;JARDIM CANADA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-031287537-001;1;FURTO CONSUMADO;2023;JUL;7;04/07/2023;TERÇA-FEIRA;21:54:53;De 21:00 as 21:59;De 18:00 as 23:59;Residência;VANTAGEM ECONOMICA;EMPREGO DE CHAVE FALSA / MICHA / GAZUA;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SANTA RITA I;;SANTA RITA I;SANTA RITA I, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-008102060-001;1;FURTO CONSUMADO;2022;FEV;2;09/02/2022;QUARTA-FEIRA;14:00:00;De 14:00 as 14:59;De 12:00 as 17:59;Residência;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;JARDIM MARIOSA;;JARDIM MARIOSA;JARDIM MARIOSA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-045799004-001;1;FURTO CONSUMADO;2023;SET;9;30/09/2023;SÁBADO;01:00:00;De 01:00 as 01:59        ;De 00:00 as 05:59        ;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;JARDIM MARIOSA;;JARDIM MARIOSA;JARDIM MARIOSA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-057035581-001;1;FURTO CONSUMADO;2023;DEZ;12;07/12/2023;QUINTA-FEIRA;22:09:19;De 22:00 as 22:59        ;De 18:00 as 23:59        ;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;AREA / EDIFICACAO ESPECIAL;LOCAL EM CONSTRUCAO OU DEMOLICAO;AVENIDA;SANTA RITA I;;SANTA RITA I;SANTA RITA I, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-033507643-001;1;FURTO CONSUMADO;2023;JUL;7;17/07/2023;SEGUNDA-FEIRA;16:08:00;De 16:00 as 16:59;De 12:00 as 17:59;Outros;VANTAGEM ECONOMICA;MEDIANTE FRAUDE;INSTITUICAO FINANCEIRA;BANCO / CASA DE CAMBIO;RUA;INVÁLIDO;SANTA RITA;SANTA RITA;SANTA RITA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-054124820-001;1;FURTO CONSUMADO;2024;DEZ;12;03/12/2024;TERÇA-FEIRA;14:13:38;De 14:00 as 14:59        ;De 12:00 as 17:59        ;Outros;VANTAGEM ECONOMICA;CONHECIMENTO TECNICO ESPECIFICO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;INVÁLIDO;SANTA RITA;SANTA RITA;SANTA RITA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-049595539-001;1;FURTO CONSUMADO;2022;NOV;11;12/11/2022;SÁBADO;08:58:51;De 08:00 as 08:59;De 06:00 as 11:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;DEPOSITO;DEPOSITO - MATERIAL DE CONSTRUCAO;AVENIDA;JARDIM CANADA;;JARDIM CANADA;JARDIM CANADA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-029137167-001;1;FURTO CONSUMADO;2022;JUL;7;07/07/2022;QUINTA-FEIRA;08:00:00;De 08:00 as 08:59;De 06:00 as 11:59;Residência;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;JARDIM CANADA;;JARDIM CANADA;JARDIM CANADA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-031702504-001;1;FURTO CONSUMADO;2022;JUL;7;22/07/2022;SEXTA-FEIRA;18:00:00;De 18:00 as 18:59;De 18:00 as 23:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;ESTABELECIMENTO COMERCIAL / SERVICOS;LOJA DIVERSA;AVENIDA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-011360064-001;1;FURTO CONSUMADO;2025;MAR;3;10/03/2025;SEGUNDA-FEIRA;23:40:00;De 23:00 as 23:59        ;De 18:00 as 23:59        ;Outros;VANTAGEM ECONOMICA;EMPREGO DE CHAVE FALSA / MICHA / GAZUA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-018408942-001;1;FURTO CONSUMADO;2025;ABR;4;21/04/2025;SEGUNDA-FEIRA;21:02:58;De 21:00 as 21:59        ;De 18:00 as 23:59        ;Transeunte;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-018004782-001;1;FURTO CONSUMADO;2024;ABR;4;20/04/2024;SÁBADO;03:00:00;De 03:00 as 03:59        ;De 00:00 as 05:59        ;Outros;VANTAGEM ECONOMICA;ESCALADA;AREA / EDIFICACAO ESPECIAL;LOCAL EM CONSTRUCAO OU DEMOLICAO;RUA;JARDIM MARIOSA;;JARDIM MARIOSA;JARDIM MARIOSA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-000142889-001;1;FURTO CONSUMADO;2025;JAN;1;02/01/2025;QUINTA-FEIRA;02:35:00;De 02:00 as 02:59        ;De 00:00 as 05:59        ;Outros;OUTRAS MOTIVACOES/CAUSAS ;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;AVENIDA;JARDIM MARIOSA;;JARDIM MARIOSA;JARDIM MARIOSA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-030921080-001;1;FURTO CONSUMADO;2022;JUL;7;18/07/2022;SEGUNDA-FEIRA;09:45:55;De 09:00 as 09:59;De 06:00 as 11:59;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;ESTABELECIMENTO COMERCIAL / SERVICOS;ESTACIONAMENTO / GARAGEM;AVENIDA;JARDIM CANADA;;JARDIM CANADA;JARDIM CANADA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-053078324-001;1;FURTO CONSUMADO;2023;NOV;11;12/11/2023;DOMINGO;21:40:00;De 21:00 as 21:59        ;De 18:00 as 23:59        ;Outros;OUTRAS MOTIVACOES/CAUSAS ;MEIO DESCONHECIDO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SHANGRI-LA;;SHANGRI-LA;SHANGRI-LA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-015328839-001;1;FURTO CONSUMADO;2022;ABR;4;10/04/2022;DOMINGO;12:20:00;De 12:00 as 12:59;De 12:00 as 17:59;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;INVÁLIDO;SANTA RITA I;SANTA RITA I;SANTA RITA I, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-051749820-001;1;FURTO CONSUMADO;2024;NOV;11;06/11/2024;QUARTA-FEIRA;14:00:00;De 14:00 as 14:59        ;De 12:00 as 17:59        ;Outros;VANTAGEM ECONOMICA;MEDIANTE FRAUDE;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-018887711-001;1;FURTO CONSUMADO;2024;ABR;4;25/04/2024;QUINTA-FEIRA;11:42:49;De 11:00 as 11:59        ;De 06:00 as 11:59        ;Residência;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;SHANGRI-LA;;SHANGRI-LA;SHANGRI-LA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-014695954-001;1;FURTO CONSUMADO;2023;MAR;3;28/03/2023;TERÇA-FEIRA;23:30:00;De 23:00 as 23:59;De 18:00 as 23:59;Outros;IGNORADO;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SHANGRI-LA;;SHANGRI-LA;SHANGRI-LA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-037535286-001;1;FURTO CONSUMADO;2022;AGO;8;27/08/2022;SÁBADO;22:13:00;De 22:00 as 22:59;De 18:00 as 23:59;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);EMBARCACAO AEREA / AQUATICA / TERRESTRE;AUTOMOVEL;RUA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-028190630-001;1;FURTO CONSUMADO;2022;JUL;7;01/07/2022;SEXTA-FEIRA;01:00:00;De 01:00 as 01:59;De 00:00 as 05:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;DEPOSITO;OUTROS - DEPOSITO EM GERAL;RUA;SANTA RITA I;;SANTA RITA I;SANTA RITA I, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-026236195-001;1;FURTO CONSUMADO;2024;JUN;6;10/06/2024;SEGUNDA-FEIRA;13:00:00;De 13:00 as 13:59        ;De 12:00 as 17:59        ;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;AVENIDA;JARDIM CANADA;;JARDIM CANADA;JARDIM CANADA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-024305982-001;1;FURTO CONSUMADO;2023;MAI;5;23/05/2023;TERÇA-FEIRA;17:41:30;De 17:00 as 17:59;De 12:00 as 17:59;Outros;IGNORADO;EMPREGO DE CHAVE FALSA / MICHA / GAZUA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-022021637-001;1;FURTO CONSUMADO;2022;MAI;5;23/05/2022;SEGUNDA-FEIRA;21:02:50;De 21:00 as 21:59;De 18:00 as 23:59;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;INVÁLIDO;SANTA RITA I;SANTA RITA I;SANTA RITA I, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-023105114-001;1;FURTO CONSUMADO;2024;MAI;5;17/05/2024;SEXTA-FEIRA;16:46:00;De 16:00 as 16:59        ;De 12:00 as 17:59        ;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;JARDIM CANADA;;JARDIM CANADA;JARDIM CANADA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-014770145-001;1;FURTO CONSUMADO;2024;ABR;4;02/04/2024;TERÇA-FEIRA;08:55:50;De 08:00 as 08:59        ;De 06:00 as 11:59        ;Estabelecimento Comercial;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;ESTABELECIMENTO COMERCIAL / SERVICOS;LOJA DIVERSA;RUA;SANTA RITA I;;SANTA RITA I;SANTA RITA I, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-005216372-001;1;FURTO CONSUMADO;2025;JAN;1;31/01/2025;SEXTA-FEIRA;03:12:00;De 03:00 as 03:59        ;De 00:00 as 05:59        ;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);ESTABELECIMENTO INDUSTRIAL / PRODUCAO / EXTRA;TORNEARIA / SERRALHERIA;RUA;JARDIM CANADA;;JARDIM CANADA;JARDIM CANADA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-002621704-001;1;FURTO CONSUMADO;2023;JAN;1;17/01/2023;TERÇA-FEIRA;06:15:00;De 06:00 as 06:59;De 06:00 as 11:59;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SHANGRI-LA;;SHANGRI-LA;SHANGRI-LA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-005204612-001;1;FURTO CONSUMADO;2025;JAN;1;29/01/2025;QUARTA-FEIRA;21:00:00;De 21:00 as 21:59        ;De 18:00 as 23:59        ;Residência;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;AREA / EDIFICACAO ESPECIAL;LOCAL EM CONSTRUCAO OU DEMOLICAO;RUA;SHANGRI-LA;;SHANGRI-LA;SHANGRI-LA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-033094766-001;1;FURTO CONSUMADO;2024;JUN;6;07/06/2024;SEXTA-FEIRA;10:00:00;De 10:00 as 10:59        ;De 06:00 as 11:59        ;Outros;VANTAGEM ECONOMICA;MEDIANTE FRAUDE;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-019209612-001;1;FURTO CONSUMADO;2025;ABR;4;23/04/2025;QUARTA-FEIRA;18:30:00;De 18:00 as 18:59        ;De 18:00 as 23:59        ;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;JARDIM CANADA;;JARDIM CANADA;JARDIM CANADA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-032777149-001;1;FURTO CONSUMADO;2024;JUL;7;22/07/2024;SEGUNDA-FEIRA;08:17:21;De 08:00 as 08:59        ;De 06:00 as 11:59        ;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-021970627-001;1;FURTO CONSUMADO;2022;MAI;5;23/05/2022;SEGUNDA-FEIRA;15:50:47;De 15:00 as 15:59;De 12:00 as 17:59;Outros;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;ESTABELECIMENTO COMERCIAL / SERVICOS;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;RUA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-026811958-001;1;FURTO CONSUMADO;2024;JUN;6;13/06/2024;QUINTA-FEIRA;23:30:00;De 23:00 as 23:59        ;De 18:00 as 23:59        ;Outros;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-006372931-001;1;FURTO CONSUMADO;2025;FEV;2;10/02/2025;SEGUNDA-FEIRA;09:42:38;De 09:00 as 09:59        ;De 06:00 as 11:59        ;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;AREA / EDIFICACAO ESPECIAL;OUTROS - AREA / EDIFICACAO ESPECIAL;RUA;JARDIM CANADA;;JARDIM CANADA;JARDIM CANADA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-053590333-001;1;FURTO CONSUMADO;2022;DEZ;12;08/12/2022;QUINTA-FEIRA;09:41:27;De 09:00 as 09:59;De 06:00 as 11:59;Transeunte;VANTAGEM ECONOMICA;ESCALADA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;SHANGRI-LA;;SHANGRI-LA;SHANGRI-LA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-003884215-001;1;FURTO CONSUMADO;2025;JAN;1;24/01/2025;SEXTA-FEIRA;12:30:00;De 12:00 as 12:59        ;De 12:00 as 17:59        ;Outros;OUTRAS MOTIVACOES/CAUSAS ;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-025546675-001;1;FURTO CONSUMADO;2023;MAI;5;31/05/2023;QUARTA-FEIRA;08:21:30;De 08:00 as 08:59;De 06:00 as 11:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;DEPOSITO;OUTROS - DEPOSITO EM GERAL;RUA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-051178458-001;1;FURTO CONSUMADO;2022;NOV;11;22/11/2022;TERÇA-FEIRA;16:00:00;De 16:00 as 16:59;De 12:00 as 17:59;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO COM EXPLOSIVOS;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-001768434-001;1;FURTO CONSUMADO;2024;JAN;1;12/01/2024;SEXTA-FEIRA;11:43:06;De 11:00 as 11:59        ;De 06:00 as 11:59        ;Transeunte;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;SHANGRI-LA;;SHANGRI-LA;SHANGRI-LA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-041459192-001;1;FURTO CONSUMADO;2024;SET;9;14/09/2024;SÁBADO;19:32:35;De 19:00 as 19:59        ;De 18:00 as 23:59        ;Estabelecimento Comercial;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;ESTABELECIMENTO COMERCIAL / SERVICOS;BAR / LANCHONETE / RESTAURANTE / SIMILAR;AVENIDA;SHANGRI-LA;;SHANGRI-LA;SHANGRI-LA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-048057039-001;1;FURTO CONSUMADO;2023;OUT;10;13/10/2023;SEXTA-FEIRA;22:49:38;De 22:00 as 22:59        ;De 18:00 as 23:59        ;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-005218462-001;1;FURTO CONSUMADO;2025;FEV;2;02/02/2025;DOMINGO;12:00:00;De 12:00 as 12:59        ;De 12:00 as 17:59        ;Residência;VANTAGEM ECONOMICA;MEIO ELETRONICO (INTERNET OU SMS);VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-001238988-001;1;FURTO CONSUMADO;2025;JAN;1;09/01/2025;QUINTA-FEIRA;04:30:00;De 04:00 as 04:59        ;De 00:00 as 05:59        ;Outros;OUTRAS MOTIVACOES/CAUSAS ;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SHANGRI-LA;;SHANGRI-LA;SHANGRI-LA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-017626978-001;1;FURTO CONSUMADO;2022;ABR;4;26/04/2022;TERÇA-FEIRA;09:00:00;De 09:00 as 09:59;De 06:00 as 11:59;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;JARDIM CANADA;;JARDIM CANADA;JARDIM CANADA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-055360094-001;1;FURTO CONSUMADO;2022;DEZ;12;01/12/2022;QUINTA-FEIRA;22:30:00;De 22:00 as 22:59;De 18:00 as 23:59;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-026533121-001;1;FURTO CONSUMADO;2023;JUN;6;02/06/2023;SEXTA-FEIRA;13:30:00;De 13:00 as 13:59;De 12:00 as 17:59;Outros;IGNORADO;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;LOCAL / ESTABELECIMENTO DE LAZER / CULTURA /;CLUBE SOCIAL / LAZER / ESPORTIVO;AVENIDA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-001740885-001;1;FURTO CONSUMADO;2022;JAN;1;12/01/2022;QUARTA-FEIRA;12:00:00;De 12:00 as 12:59;De 12:00 as 17:59;Estabelecimento Comercial;ENVOLVIMENTO COM DROGAS;MEDIANTE FRAUDE;ESTABELECIMENTO COMERCIAL / SERVICOS;MERCEARIA / SACOLAO / SUPERMERCADO;AVENIDA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-007186460-001;1;FURTO CONSUMADO;2022;FEV;2;15/02/2022;TERÇA-FEIRA;18:10:17;De 18:00 as 18:59;De 18:00 as 23:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;ESTABELECIMENTO COMERCIAL / SERVICOS;MERCEARIA / SACOLAO / SUPERMERCADO;AVENIDA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-014428879-001;1;FURTO CONSUMADO;2022;ABR;4;05/04/2022;TERÇA-FEIRA;12:30:00;De 12:00 as 12:59;De 12:00 as 17:59;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-026952305-001;1;FURTO CONSUMADO;2022;JUN;6;23/06/2022;QUINTA-FEIRA;16:26:47;De 16:00 as 16:59;De 12:00 as 17:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;ESTABELECIMENTO COMERCIAL / SERVICOS;MERCEARIA / SACOLAO / SUPERMERCADO;AVENIDA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-047808096-001;1;FURTO CONSUMADO;2022;OUT;10;30/10/2022;DOMINGO;09:13:00;De 09:00 as 09:59;De 06:00 as 11:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;ESTABELECIMENTO COMERCIAL / SERVICOS;MERCEARIA / SACOLAO / SUPERMERCADO;AVENIDA;ARVORE GRANDE;;ARVORE GRANDE;ARVORE GRANDE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
